Date,tweet_id,tweet_content,likes,retweets,username,followers,tweet_language,verified,preprocessed_text,cluster,predicted_category,prediction
2023-04-11 13:42:32+00:00,1.6457843979737167e+18,"It appears BJP has 
taken AAP symbol for a 
moment in Karnataka! https://t.co/LFotdh1iwK",444,26,VishweshwarBhat,193582,en,False,appear bjp taken aap symbol moment karnataka httpstcolfotdh1iwk,5,business,0.57162595
2023-04-11 13:33:45+00:00,1.645782188636668e+18,Just FYI Municipality is under AAP now 😂 https://t.co/8M8pm7tYs1,469,112,NindaTurtles,24502,en,False,fyi municip aap 😂 httpstco8m8pm7tys1,9,sport,0.49853772
2023-04-11 13:30:01+00:00,1.6457812467090473e+18,"AAP’s ‘Degree Dikhao’ campaign: 40% of party’s Punjab MLAs are not graduates, 19 have not even passed 12th standard
 https://t.co/iifZ6qfSu3",2983,1102,OpIndia_com,627871,en,True,aap’ ‘degre dikhao’ campaign 40 party’ punjab mla graduat 19 even pass 12th standard httpstcoiifz6qfsu3,10,politics,0.5830594
2023-04-11 13:25:31+00:00,1.645780115056644e+18,"This 43 seconds video is enough to give endless nightmares to the entire RSS-BJP-AAP ecosystem.

Rahul Thalaiva Gan… https://t.co/sSGq5R6X9K",388,102,mr_mayank,26236,en,False,43 second video enough give endless nightmar entir rssbjpaap ecosystem rahul thalaiva gan… httpstcossgq5r6x9k,0,tech,0.67225736
2023-04-11 13:23:05+00:00,1.6457795048441446e+18,"Modi govt spending 35% of resources to 20% population, and you saying Modi treating citizens Equally ?????

Are you… https://t.co/2uyJF8sNDJ",1060,530,KhushiViews,9768,en,False,modi govt spend 35 resourc 20 popul say modi treat citizen equal you… httpstco2uyjf8sndj,5,business,0.36021444
2023-04-11 13:12:25+00:00,1.6457768191138284e+18,"51 justice for legend
#AAP_Slaves_Of_Gangsters 
#JusticeForSidhuMooseWala",11,21,diwansh17107841,175,en,False,51 justic legend aapslavesofgangst justiceforsidhumoosewala,0,sport,0.35428134
2023-04-11 13:11:21+00:00,1.6457765519282954e+18,Kejriwal Govt sped up anti encroachment drive in New Delhi. In this video Madarsa can be seen removed from encroach… https://t.co/PKILem5on0,2280,616,BefittingFacts,247871,en,False,kejriw govt sped anti encroach drive new delhi video madarsa seen remov encroach… httpstcopkilem5on0,9,tech,0.42403612
2023-04-11 12:51:52+00:00,1.6457716496465592e+18,Let us congratulate AAP for national party status.🤭🤭😛😛🙋🙋🙋🙋 https://t.co/PCp5cJr3PV,46,17,KaffirBaba_2,3611,en,False,let us congratul aap nation parti status🤭🤭😛😛🙋🙋🙋🙋 httpstcopcp5cjr3pv,1,politics,0.3853095
2023-04-11 12:35:26+00:00,1.6457675144740536e+18,"Gujarat Police arrested Kajal Hindustani for a speech  

Modi visited church

BJP Delhi protesting against Kejriwal… https://t.co/BVrwKvSoTA",1173,341,RoshanKrRaii,7338,en,False,gujarat polic arrest kajal hindustani speech modi visit church bjp delhi protest kejriwal… httpstcobvrwkvsota,5,politics,0.3899563
2023-04-11 12:22:29+00:00,1.645764254426108e+18,"Participate in The KKR Quiz and stand a chance to win exciting gifts! 😁

KKR hai taiyaar, kya aap?

#BaazarKolkata… https://t.co/NDHrPX2Z7C",117,91,BaazarKolkata,672,en,False,particip kkr quiz stand chanc win excit gift 😁 kkr hai taiyaar kya aap baazarkolkata… httpstcondhrpx2z7c,2,sport,0.49059957
2023-04-11 10:22:44+00:00,1.6457341160407818e+18,"Celebrating India 🇮🇳 Celebrating AAP

Within ten years of its formation, AAP has become a national party, an unpara… https://t.co/hw8cJOuDEW",1649,306,raghav_chadha,798619,en,True,celebr india 🇮🇳 celebr aap within ten year format aap becom nation parti unpara… httpstcohw8cjoudew,1,business,0.31678653
2023-04-11 09:57:43+00:00,1.645727819639718e+18,"Glimpses of the Celebration at HQ on AAP becoming National Party! 
Amazing enthusiasm!
Under the leadership of Sri… https://t.co/DVd7sFjebj",229,88,attorneybharti,197501,en,True,glimps celebr hq aap becom nation parti amaz enthusiasm leadership sri… httpstcodvd7sfjebj,1,politics,0.42613804
2023-04-11 09:35:13+00:00,1.6457221582184899e+18,"Is he going to AAP?🤔
Just a question. 
Arvind Kejriwal must be desperate to open account in Rajasthan https://t.co/PP757seGO8",28,3,anushakunmittal,12791,en,False,go aap🤔 question arvind kejriw must desper open account rajasthan httpstcopp757sego8,9,sport,0.6513064
2023-04-11 09:26:55+00:00,1.645720068620419e+18,"▪︎Nationalist Congress Party (NCP)

▪︎Trinamool Congress (TMC)

▪︎Communist Party of India @cpimspeak (CPIM)

Have… https://t.co/zllrjO1uPj",82,63,mekarora,2612,en,False,▪︎nationalist congress parti ncp ▪︎trinamool congress tmc ▪︎communist parti india cpimspeak cpim have… httpstcozllrjo1upj,1,business,0.43539476
2023-04-11 08:43:30+00:00,1.6457091429534392e+18,"Delhi government gives notice to the Delhi Haj Committee to vacate the office!  

Delhi Pradesh BJP's Minority Fron… https://t.co/eULz9WR4Wi",173,95,gganeshhh,7840,en,False,delhi govern give notic delhi haj committe vacat offic delhi pradesh bjp minor fron… httpstcoeulz9wr4wi,5,business,0.53563046
2023-04-11 08:01:49+00:00,1.6456986564552376e+18,"A special hug bhari tweet to those ..

Who hv no one jinko wo aise mention karke Masti karpayein. Jinki Bina Ht Wal… https://t.co/5vTwPtKZjj",60,7,tweetwithapoo,1430,en,False,special hug bhari tweet hv one jinko wo ais mention kark masti karpayein jinki bina ht wal… httpstco5vtwptkzjj,0,entertainment,0.23639497
2023-04-11 08:01:21+00:00,1.6456985361835622e+18,"AAP officially becomes national party after AAP gets 5 MLAs and 13% votes in Gujarat. 

Celebrations going on at AA… https://t.co/h0NkNs0huI",685,282,HasanSafin,50027,en,True,aap offici becom nation parti aap get 5 mla 13 vote gujarat celebr go aa… httpstcoh0nkns0hui,8,politics,0.121884584
2023-04-11 07:58:47+00:00,1.6456978903318118e+18,"Akshnav fd makes so beautiful edits and vm ❤❤❤❤

If possible someone please make vm on this song from abhinav persp… https://t.co/nJxbwhp6KZ",25,2,PoojaSh71747412,436,en,False,akshnav fd make beauti edit vm ❤❤❤❤ possibl someon pleas make vm song abhinav persp… httpstconjxbwhp6kz,0,sport,0.36063173
2023-04-11 07:42:14+00:00,1.6456937249182024e+18,"Watch| ""Die-Hard Honesty, Patriotism and Humanity Are Three Pillars Of AAP's Ideology"": Arvind Kejriwal https://t.co/RL1Y8IEJwD",66,19,ndtv,17742352,en,True,watch diehard honesti patriot human three pillar aap ideolog arvind kejriw httpstcorl1y8iejwd,4,tech,0.77850175
2023-04-11 07:37:29+00:00,1.645692529344643e+18,"Aap sab fans ki power mein hai bada dum! #KisiKaBhaiKisiKiJaan Trailer trends at #1 on YouTube🔥

@BeingSalmanKhan… https://t.co/wgM2YsTFgY",1665,417,farhad_samji,8037,en,True,aap sab fan ki power mein hai bada dum kisikabhaikisikijaan trailer trend 1 youtube🔥 beingsalmankhan… httpstcowgm2ystfgi,2,tech,0.68625766
2023-04-11 07:21:03+00:00,1.645688394037756e+18,Dhan Guru Teg Bahadur Sahib ji ke Prakash purab ki aap sabhi ko bahut-bahut  badhaiyan. May Guru Sahib bless all of… https://t.co/EXZY8V63Sy,111,25,ACP_SURINDER_K,14004,en,False,dhan guru teg bahadur sahib ji ke prakash purab ki aap sabhi ko bahutbahut badhaiyan may guru sahib bless of… httpstcoexzy8v63si,2,business,0.23052555
2023-04-11 07:13:52+00:00,1.6456865886373192e+18,"All ""anti-national forces"" that want to halt the country's progress are against AAP, said Kejriwal #AAP #Kejriwal https://t.co/Xnx7VRXhzf",43,5,republic,2860285,en,True,antin forc want halt countri progress aap said kejriw aap kejriw httpstcoxnx7vrxhzf,9,politics,0.40679047
2023-04-11 07:02:27+00:00,1.6456837164658524e+18,Aap sab fans ki power mein hai bada dum! #KisiKaBhaiKisiKiJaan Trailer trends at #1 on YouTube🔥… https://t.co/vcRtCHAeuU,510,204,ZeeStudios_,116768,en,True,aap sab fan ki power mein hai bada dum kisikabhaikisikijaan trailer trend 1 youtube🔥… httpstcovcrtchaeuu,2,tech,0.68625766
2023-04-11 07:00:48+00:00,1.6456832988601587e+18,Aap sab fans ki power mein hai bada dum! #KisiKaBhaiKisiKiJaan Trailer trends at #1 on YouTube🔥… https://t.co/hXMPsmLiUm,2862,852,SKFilmsOfficial,302754,en,True,aap sab fan ki power mein hai bada dum kisikabhaikisikijaan trailer trend 1 youtube🔥… httpstcohxmpsmlium,2,tech,0.68625766
2023-04-11 06:51:44+00:00,1.6456810161812357e+18,"SHARE MAX

Arvind Kejriwal addresses AAP volunteers as AAP gets National Party status.

AAP Convener… https://t.co/OEeJordH8y",462,218,DaaruBaazMehta,107509,en,False,share max arvind kejriw address aap volunt aap get nation parti statu aap convener… httpstcooeejordh8i,1,politics,0.43887788
2023-04-11 06:46:18+00:00,1.645679648821457e+18,"Die-hard honesty, patriotism and humanity three pillars of AAP's ideology: Arvind Kejriwal",84,11,PTI_News,4063719,en,True,diehard honesti patriot human three pillar aap ideolog arvind kejriw,4,sport,0.7295644
2023-04-11 06:45:59+00:00,1.6456795723552727e+18,"#WATCH | AAP National Convenor and Delhi CM Arvind Kejriwal says, ""Anti-national forces worked to put Manish Sisodi… https://t.co/wCTkwUqVpO",214,63,ANI,7641854,en,True,watch aap nation convenor delhi cm arvind kejriw say antin forc work put manish sisodi… httpstcowctkwuqvpo,9,politics,0.34100664
